index,headline,source_url,publish_date,publisher
0,China Grapples With Mystery Pneumonia-Like Illness,https://www.nytimes.com/2020/01/06/world/asia/china-SARS-pneumonialike.html,07-01-2020 01:14:52,The New York Times
1,China Identifies New Virus Causing Pneumonialike Illness,https://www.nytimes.com/2020/01/08/health/china-pneumonia-outbreak-virus.html,09-01-2020 10:48:29,The New York Times
2,China Reports First Death From New Virus,https://www.nytimes.com/2020/01/10/world/asia/china-virus-wuhan-death.html,11-01-2020 09:41:56,The New York Times
3,Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus,https://www.nytimes.com/2020/01/17/health/china-coronavirus-airport-screening.html,18-01-2020 03:00:08,The New York Times
4,Deadly Mystery Virus Reported in 2 New Chinese Cities and South Korea,https://www.nytimes.com/2020/01/18/world/asia/china-virus-wuhan-coronavirus.html,19-01-2020 10:56:42,The New York Times
5,China Confirms New Coronavirus Spreads From Humans to Humans,https://www.nytimes.com/2020/01/20/world/asia/coronavirus-china-symptoms.html,20-01-2020 18:59:15,The New York Times
6,The Test a Deadly Coronavirus Outbreak Poses to China’s Leadership,https://www.nytimes.com/2020/01/21/world/asia/china-coronavirus-wuhan.html,21-01-2020 16:26:13,The New York Times
7,"What Is the Coronavirus? Symptoms, Treatment and Risks",https://www.nytimes.com/article/what-is-coronavirus.html,22-01-2020 04:06:18,The New York Times
8,"North Korea Bans Foreign Tourists Over Coronavirus, Tour Operator Says",https://www.nytimes.com/2020/01/21/world/asia/coronavirus-china-north-korea-tourism-ban.html,22-01-2020 02:16:46,The New York Times
9,"Impeachment, Wuhan, Derek Jeter: Your Tuesday Evening Briefing",https://www.nytimes.com/2020/01/21/briefing/impeachment-wuhan-derek-jeter.html,22-01-2020 07:25:37,The New York Times
10,"Impeachment Trial, Davos, Coronavirus: Your Tuesday Briefing",https://www.nytimes.com/2020/01/21/briefing/impeachment-trial-davos-coronavirus.html,21-01-2020 18:22:53,The New York Times
11,Wuhan Coronavirus Map: Tracking the Spread of the Outbreak,https://www.nytimes.com/interactive/2020/01/21/world/asia/china-coronavirus-maps.html,22-01-2020 05:37:37,The New York Times
12,Fears Over New Coronavirus Grip Davos,https://www.nytimes.com/2020/01/23/business/dealbook/coronavirus-davos-world-economic-forum.html,23-01-2020 19:50:57,The New York Times
13,"Wuhan, Center of Coronavirus Outbreak, Is Being Cut Off by Chinese Authorities",https://www.nytimes.com/2020/01/22/world/asia/china-coronavirus-travel.html,22-01-2020 15:16:59,The New York Times
14,"Wuhan Coronavirus, Brexit, Australian Open: Your Thursday Briefing",https://www.nytimes.com/2020/01/22/briefing/wuhan-coronavirus-brexit-australian-open.html,23-01-2020 05:27:31,The New York Times
15,"Texas Student May Have Wuhan Coronavirus, as Dozens in U.S. Are Monitored",https://www.nytimes.com/2020/01/23/us/united-states-coronavirus-cases.html,24-01-2020 04:04:43,The New York Times
16,"China’s Battle With a Deadly Coronavirus, in Photos",https://www.nytimes.com/2020/01/25/world/asia/china-coronavirus-photos.html,23-01-2020 19:50:06,The New York Times
17,Your Thursday Briefing,https://www.nytimes.com/2020/01/23/briefing/brexit-coronavirus-terry-jones.html,23-01-2020 13:47:43,The New York Times
18,"Coronavirus Overwhelms Hospitals in Wuhan, Videos Show",https://www.nytimes.com/video/world/asia/100000006936419/coronavirus-china-wuhan.html,24-01-2020 07:36:51,The New York Times
19,"Coronavirus Deaths Are So Far Mostly Older Men, Many With Previous Health Issues",https://www.nytimes.com/2020/01/23/world/asia/coronavirus-victims-wuhan.html,23-01-2020 16:24:48,The New York Times
20,How China’s Virus Outbreak Could Threaten the Global Economy,https://www.nytimes.com/2020/01/23/world/asia/wuhan-coronavirus-china-economy.html,23-01-2020 20:48:16,The New York Times
21,"Wuhan Coronavirus, Impeachment, Climate Change: Your Wednesday Briefing",https://www.nytimes.com/2020/01/21/briefing/wuhan-coronavirus-climate-change-impeachment.html,22-01-2020 04:39:20,The New York Times
22,"Coronavirus, Davos, Impeachment: Your Wednesday Briefing",https://www.nytimes.com/2020/01/22/briefing/coronavirus-davos-impeachment.html,22-01-2020 13:49:40,The New York Times
23,Is China Setting Itself Up for Another Epidemic?,https://www.nytimes.com/2020/01/23/opinion/coronavirus-china-wuhan.html,23-01-2020 18:00:22,The New York Times
24,"Coronavirus Is Spreading, but W.H.O. Says It’s Not a Global Emergency",https://www.nytimes.com/2020/01/23/health/china-virus-who-emergency.html,24-01-2020 02:27:57,The New York Times
