Title,Source Link,Time of the post,Source Name
"China coronavirus: Vancouver announces first case, a man who travelled to Wuhan",https://www.scmp.com/news/world/united-states-canada/article/3047970/china-coronavirus-vancouver-reports-first-confirmed,2020-01-29T03:07:14+08:00,South China Morning Post
China coronavirus: Vietnam flags likely human transmission case of father from Wuhan infecting son,https://www.scmp.com/week-asia/economics/article/3048017/china-coronavirus-vietnam-flags-likely-human-transmission-case,2020-01-29T04:30:14.000Z,South China Morning Post
Coronavirus: European Union staff told to delay travel to China,https://www.scmp.com/news/china/society/article/3047979/china-coronavirus-death-toll-reaches-131-number-cases-surpasses,2020-01-29T07:08:52+08:00,South China Morning Post
"Hong Kong's partial border closure amid Wuhan coronavirus crisis too little, too late, experts and health care workers' union say",https://www.scmp.com/news/hong-kong/politics/article/3047963/hong-kongs-partial-border-closure-amid-wuhan-coronavirus,2020-01-29T07:30:09+08:00,South China Morning Post
"China coronavirus: Malaysia confirms 3 new infections, taking total cases to 7",https://www.scmp.com/news/asia/southeast-asia/article/3047981/china-coronavirus-malaysia-confirms-3-new-infections,2020-01-29T08:40:18+08:00,South China Morning Post
"First Sars, now the Wuhan coronavirus. Here's why China should ban its wildlife trade forever",https://www.scmp.com/comment/opinion/article/3047828/first-sars-now-wuhan-coronavirus-heres-why-china-should-ban-its,2020-01-29T09:00:14+08:00,South China Morning Post
China's 'demon' virus leaves health experts at odds on when infection rate will slow,https://www.scmp.com/news/china/society/article/3048020/chinese-experts-say-wuhan-coronavirus-outbreak-will-not-last,2020-01-29T13:31:29+08:00,South China Morning Post
Coronavirus 'rumour' crackdown by Wuhan police slammed by China's top court,https://www.scmp.com/news/china/society/article/3048042/chinas-top-court-hits-out-wuhan-police-over-coronavirus-rumour,2020-01-29T15:00:50+08:00,South China Morning Post
"How China's coronavirus crisis, like the Sars epidemic, was worsened by the Communist Party's penchant for secrecy",https://www.scmp.com/comment/opinion/article/3047999/how-chinas-coronavirus-crisis-sars-epidemic-was-worsened-communist,2020-01-29T17:00:13+08:00,South China Morning Post
China's Ele.me to deliver food from 100 restaurants to frontline medical staff in Wuhan amid coronavirus outbreak,https://www.scmp.com/tech/apps-social/article/3048045/chinas-eleme-deliver-food-100-restaurants-frontline-medical-staff,2020-01-29T17:30:09+08:00,South China Morning Post
"Mahathir looks to evacuate 78 Malaysians from Wuhan, while sending masks and food",https://www.scmp.com/week-asia/health-environment/article/3048102/mahathir-looks-evacuate-78-malaysians-wuhan-while,2020-01-29T19:15:41+08:00,South China Morning Post
Made in China': how Wuhan coronavirus spread anti-Chinese racism like a disease through Asia,https://www.scmp.com/week-asia/health-environment/article/3048104/made-china-how-wuhan-coronavirus-spread-anti-chinese,2020-01-29T20:00:20+08:00,South China Morning Post
Wuhan coronavirus: Indonesia 're-evaluating' visa-free policy for Chinese tourists,https://www.scmp.com/week-asia/health-environment/article/3048114/wuhan-coronavirus-indonesia-re-evaluating-visa-free,2020-01-29T21:00:15+08:00,South China Morning Post
Much more needs to be done to battle deadly Wuhan virus,https://www.scmp.com/comment/opinion/article/3048109/much-more-needs-be-done-battle-deadly-wuhan-virus,2020-01-29T21:30:09+08:00,South China Morning Post
China virus: Hong Kong must declare total shutdown of border to tackle outbreak,https://www.scmp.com/comment/letters/article/3048093/china-virus-hong-kong-must-declare-total-shutdown-border-tackle,2020-01-29T21:45:13+08:00,South China Morning Post
China coronavirus: World Health Organisation again considers declaring global emergency after 'deeply concerning' cases,https://www.scmp.com/news/china/society/article/3048139/china-coronavirus-world-health-organisation-reconsider-non,2020-01-30T00:36:58+08:00,South China Morning Post
Chinese mall landlords offer rent-free periods to merchants as footfall decreases amid Wuhan coronavirus outbreak,https://www.scmp.com/business/companies/article/3048118/chinese-mall-landlords-offer-rent-free-periods-merchants,2020-01-30T07:45:11+08:00,South China Morning Post
Life in the time of coronavirus: how Wuhan made it through a week in lockdown,https://www.scmp.com/news/china/society/article/3048129/life-time-coronavirus-how-wuhan-made-it-through-week-lockdown,2020-01-30T09:45:10+08:00,South China Morning Post
China coronavirus: Singapore's seven habits for good hygiene,https://www.scmp.com/week-asia/health-environment/article/3048267/china-coronavirus-singapores-seven-habits-good-hygiene,2020-01-30T10:19:52.000Z,South China Morning Post
Corona beer virus' searches surge as China coronavirus spreads,https://www.scmp.com/week-asia/health-environment/article/3048286/corona-beer-virus-searches-surge-china-coronavirus,2020-01-30T13:00:00.000Z,South China Morning Post
"Malaysia reports eighth China coronavirus case, turned away 14 travellers from Wuhan this week",https://www.scmp.com/news/asia/southeast-asia/article/3048217/malaysia-reports-eighth-china-coronavirus-case-turned-away,2020-01-30T14:49:11+08:00,South China Morning Post
"China coronavirus: where to find surgical masks in Hong Kong, when to throw used ones away and the myths surrounding them",https://www.scmp.com/news/hong-kong/health-environment/article/3048238/china-coronavirus-where-find-surgical-masks-hong,2020-01-30T16:09:47+08:00,South China Morning Post
"Wuhan coronavirus: tech firms including Alibaba, Tencent donate US$432 million to boost frontline efforts in Hubei province",https://www.scmp.com/business/banking-finance/article/3048280/wuhan-coronavirus-tech-firms-including-alibaba-tencent,2020-01-30T20:00:21+08:00,South China Morning Post
Wuhan coronavirus: Duterte under pressure to ban Chinese tourists after Philippines confirms first infection,https://www.scmp.com/week-asia/politics/article/3048284/wuhan-coronavirus-duterte-under-pressure-ban-chinese-tourists,2020-01-30T20:32:10+08:00,South China Morning Post
"Politics may have stalled information in Wuhan coronavirus crisis, scientist says",https://www.scmp.com/news/china/society/article/3048283/politics-may-have-stalled-information-wuhan-coronavirus-crisis,2020-01-30T20:45:05+08:00,South China Morning Post
Hong Kong confirms 12th case of deadly coronavirus,https://www.scmp.com/news/hong-kong/health-environment/article/3048289/china-coronavirus-another-patient-tests-positive,2020-01-30T21:23:30+08:00,South China Morning Post
"Men may be more prone to coronavirus than women, Chinese study finds",https://www.scmp.com/news/china/society/article/3048295/men-may-be-more-prone-coronavirus-women-chinese-study-finds,2020-01-30T22:06:33+08:00,South China Morning Post
"Coronavirus: Global health emergency declared by World Health Organisation, reversing earlier decision on outbreak",https://www.scmp.com/news/china/society/article/3048314/china-coronavirus-world-health-organisation-declares-outbreak,2020-01-31T03:45:46+08:00,South China Morning Post
Coronavirus: US citizen evacuated from Wuhan quarantined after trying to flee base,https://www.scmp.com/news/world/united-states-canada/article/3048318/china-coronavirus-us-citizen-evacuated-wuhan,2020-01-31T06:25:21+08:00,South China Morning Post
China coronavirus: Hong Kong government falling behind Macau in handling public health crisis,https://www.scmp.com/comment/letters/article/3048194/china-coronavirus-hong-kong-government-falling-behind-macau,2020-01-31T07:00:17+08:00,South China Morning Post
Coronavirus: Chinese health experts warn patients can get reinfected,https://www.scmp.com/news/china/society/article/3048320/china-coronavirus-deadly-day-hubei-record-high-42-patients-die,2020-01-31T07:10:43+08:00,South China Morning Post
Singapore closes borders to all foreign travellers from China to stem spread of coronavirus,https://www.scmp.com/week-asia/health-environment/article/3048441/singapore-closes-borders-all-chinese-travellers-stem,2020-01-31T18:00:32+08:00,South China Morning Post
World Health Organisation call to arms against virus needs global response to help China,https://www.scmp.com/news/china/society/article/3048491/world-health-organisation-call-arms-against-virus-needs-global,2020-01-31T23:00:17+08:00,South China Morning Post
Coronavirus: how Facebook clickbait fuels a perfect storm of fake news on China's doorstep,https://www.scmp.com/week-asia/health-environment/article/3048453/wuhan-coronavirus-how-facebook-clickbait-fuels-perfect,2020-01-31T23:30:10.000Z,South China Morning Post
"If the new coronavirus doesn't get you in Malaysia, fake, racist news about it might",https://www.scmp.com/week-asia/health-environment/article/3048484/if-china-coronavirus-doesnt-get-you-malaysia-fake,2020-02-01T02:30:09.000Z,South China Morning Post
"If China fails to contain the coronavirus outbreak, the price will be paid by all",https://www.scmp.com/comment/opinion/article/3048276/if-china-fails-contain-coronavirus-outbreak-price-will-be-paid-all,2020-02-01T03:00:16+08:00,South China Morning Post
China coronavirus and Hong Kong protests: are we fighting a disease or the government?,https://www.scmp.com/comment/letters/article/3048253/china-coronavirus-and-hong-kong-protests-are-we-fighting-disease-or,2020-02-01T06:55:08+08:00,South China Morning Post
"Coronavirus: Wuhan may be home to 75,815 infected, report says",https://www.scmp.com/news/china/article/3048518/coronavirus-case-load-and-death-toll-china-rise-epicentre-hubei-province,2020-02-01T08:17:20+08:00,South China Morning Post
"Wuhan doctors beaten up, overworked, under supplied",https://www.scmp.com/news/china/society/article/3048476/wuhan-doctors-beaten-overworked-under-supplied,2020-02-01T09:00:17+08:00,South China Morning Post
"Coronavirus: German air force evacuates citizens from Wuhan; gives China 10,000 protective suits",https://www.scmp.com/news/world/europe/article/3048521/coronavirus-german-air-force-evacuates-citizens-wuhan-gives-china,2020-02-01T11:11:06+08:00,South China Morning Post
How Malaysian plague fighter Wu Lien-teh laid down lessons for Wuhan virus,https://www.scmp.com/week-asia/health-environment/article/3048461/how-malaysian-plague-fighter-wu-lien-teh-laid-down,2020-02-01T15:00:19+08:00,South China Morning Post
Chinese locked down in coronavirus epicentre Wuhan fight despair and boredom with humour,https://www.scmp.com/news/china/society/article/3048526/chinese-locked-down-coronavirus-epicentre-wuhan-fight-despair,2020-02-01T15:00:22+08:00,South China Morning Post
"Hong Kong churches adapt to Wuhan coronavirus fears by live-streaming services, with some cancelling other activities",https://www.scmp.com/news/hong-kong/society/article/3048522/hong-kong-churches-adapt-wuhan-coronavirus-fears-live,2020-02-01T18:00:15+08:00,South China Morning Post
Chinese man busted paddling wooden tub across Yangtze River to escape virus lockdown,https://www.scmp.com/news/china/society/article/3048539/chinese-man-busted-paddling-wooden-tub-across-yangtze-river,2020-02-01T18:25:46+08:00,South China Morning Post
Coronavirus: plane carrying 128 virus evacuees arrives in Germany from China,https://www.scmp.com/news/world/europe/article/3048561/coronavirus-plane-carrying-128-virus-evacuees-arrives-germany,2020-02-02T01:08:30+08:00,South China Morning Post
Coronavirus: Russian military gets set to evacuate citizens from China as virus death toll rises,https://www.scmp.com/news/world/russia-central-asia/article/3048564/coronavirus-russian-military-gets-set-evacuate,2020-02-02T01:53:57+08:00,South China Morning Post
"China reports outbreak of deadly bird flu among chickens in Hunan province, close to coronavirus epicentre of Wuhan",https://www.scmp.com/news/china/society/article/3048566/china-reports-outbreak-deadly-bird-flu-among-chickens-hunan,2020-02-02T02:29:57+08:00,South China Morning Post
"Coronavirus: US confirms 8th case of virus in person who travelled to China; Pentagon agrees to provide quarantine housing for up to 1,000 people",https://www.scmp.com/news/world/united-states-canada/article/3048569/conoronavirus-quarantine-effect-us-confirms-its-8th,2020-02-02T04:07:16+08:00,South China Morning Post
Coronavirus claims first life outside China as Wuhan enforces quarantine for all suspected patients,https://www.scmp.com/news/china/society/article/3048575/coronavirus-45-more-deaths-1921-new-cases-reported-hubei,2020-02-02T06:42:51+08:00,South China Morning Post
"Coronavirus: Philippines reports first death outside China as Duterte orders travel ban on visitors from mainland, Hong Kong",https://www.scmp.com/news/asia/southeast-asia/article/3048576/china-coronavirus-duterte-orders-travel-ban-visitors,2020-02-02T09:51:46+08:00,South China Morning Post
"Coronavirus: Vietnam backtracks on Hong Kong flight ban, restricts travellers from mainland China",https://www.scmp.com/news/asia/southeast-asia/article/3048578/coronavirus-vietnam-backtracks-hong-kong-flight-ban,2020-02-02T11:53:53+08:00,South China Morning Post
Coronavirus case in the US treated with experimental Gilead drug may spur wider tests,https://www.scmp.com/tech/science-research/article/3048579/coronavirus-case-us-treated-experimental-gilead-drug-may-spur,2020-02-02T12:16:37+08:00,South China Morning Post
Coronavirus outbreak halts meeting of top China economists under Vice-Premier Liu He,https://www.scmp.com/economy/china-economy/article/3048583/coronavirus-outbreak-halts-meeting-top-china-economists-under,2020-02-02T13:49:32+08:00,South China Morning Post
"Coronavirus hospital set to open in Wuhan with 1,400 military medical staff",https://www.scmp.com/news/china/politics/article/3048592/coronavirus-hospital-set-open-wuhan-1400-military-medical-staff,2020-02-02T16:44:56+08:00,South China Morning Post
Coronavirus: hundreds more Europeans flee China virus as second evacuation plane lands in France,https://www.scmp.com/news/world/europe/article/3048632/coronavirus-hundreds-more-europeans-flee-china-virus-second,2020-02-02T17:40:19.000Z,South China Morning Post
Coronavirus: scientists identify possible new mode of transmission in human faeces,https://www.scmp.com/news/china/politics/article/3048611/coronavirus-scientists-identify-possible-new-mode-transmission,2020-02-02T18:59:27+08:00,South China Morning Post
Coronavirus suspects in Wuhan ordered to go to quarantine zones,https://www.scmp.com/news/china/society/article/3048619/coronavirus-patients-wuhan-ordered-go-quarantine-zones,2020-02-02T21:00:20+08:00,South China Morning Post
Coronavirus: Thailand has apparent treatment success with antiviral drug cocktail,https://www.scmp.com/news/asia/southeast-asia/article/3048629/coronavirus-thailand-has-apparent-treatment-success,2020-02-02T22:34:42+08:00,South China Morning Post
China moves to limit short selling as virus outbreak looms over financial market reopening,https://www.scmp.com/business/markets/article/3048636/china-moves-limit-short-selling-virus-outbreak-looms-over,2020-02-03T04:14:51+08:00,South China Morning Post
Coronavirus: French evacuees from China test negative for virus,https://www.scmp.com/news/world/europe/article/3048638/coronavirus-french-authorities-say-20-people-evacuated-china,2020-02-03T05:20:22+08:00,South China Morning Post
Coronavirus: Brazilians in Wuhan ask for help fleeing Wuhan in video to President Jair Bolsonaro,https://www.scmp.com/news/china/society/article/3048639/coronavirus-brazilians-wuhan-ask-help-fleeing-wuhan-video,2020-02-03T05:27:55+08:00,South China Morning Post
"Separated by Wuhan lockdown, staying close through tech: how my family bonded over news, games and videos this Lunar New Year",https://www.scmp.com/tech/apps-social/article/3048485/separated-wuhan-lockdown-staying-close-through-tech-how-my-family,2020-02-03T06:00:13+08:00,South China Morning Post
Coronavirus could be 'death blow' for many of China's small manufacturers if not under control by April,https://www.scmp.com/economy/china-economy/article/3048589/coronavirus-could-be-death-blow-many-chinas-small,2020-02-03T06:15:10+08:00,South China Morning Post
"Coronavirus celebrity donations: Fan Bingbing, Louis Koo, Barbie Hsu, Angelababy and others who are digging deep to help the victims of Wuhan virus",https://www.scmp.com/magazines/style/news-trends/article/3048436/coronavirus-celebrity-donations-fan-bingbing-louis-koo,2020-02-03T07:00:08+08:00,South China Morning Post
"Coronavirus: how to stay healthy and happy during virus outbreak and flu season, from the vitamins you need to exercise like yoga",https://www.scmp.com/lifestyle/health-wellness/article/3048439/coronavirus-how-stay-healthy-and-happy-during-virus,2020-02-03T07:30:11+08:00,South China Morning Post
"Too early to bottom fish stocks beaten by Wuhan coronavirus, analysts say, stick to new economy companies",https://www.scmp.com/business/markets/article/3048593/too-early-bottom-fish-stocks-beaten-wuhan-coronavirus-analysts-say,2020-02-03T07:45:07+08:00,South China Morning Post
Coronavirus: WHO enlists internet giants in war on rumours as mainland China death toll hits 361,https://www.scmp.com/news/china/society/article/3048643/coronavirus-57-more-deaths-and-2829-new-cases-china-authorities,2020-02-03T08:00:53+08:00,South China Morning Post
"China manufacturing outlook worsened in January, even before coronavirus outbreak",https://www.scmp.com/economy/china-economy/article/3048652/china-manufacturing-outlook-worsened-january-even-coronavirus,2020-02-03T10:48:32+08:00,South China Morning Post
"Coronavirus: at least three cases among 4,000 passengers on China-Vietnam cruise, doctor says",https://www.scmp.com/economy/china-economy/article/3048784/coronavirus-least-three-cases-among-4000-passengers-china,2020-02-03T13:26:38.000Z,South China Morning Post
Virus fears see Wuhan Zall's Spain friendlies cancelled as European football teams refuse to play,https://www.scmp.com/sport/china/article/3048681/virus-fears-see-wuhan-zalls-spain-friendlies-cancelled-european,2020-02-03T13:57:26+08:00,South China Morning Post
The second coronavirus is a 'moron strain' driving panic on social media globally,https://www.scmp.com/week-asia/opinion/article/3048689/how-fake-news-coronavirus-turning-global-epidemic,2020-02-03T14:40:24+08:00,South China Morning Post
"How to beat the coronavirus? Re-creating it in Singapore, Australia is vital first step",https://www.scmp.com/week-asia/health-environment/article/3048720/how-beat-coronavirus-re-creating-it-singapore,2020-02-03T17:00:15+08:00,South China Morning Post
China starts clinical trials for new antiviral drug to treat coronavirus,https://www.scmp.com/news/china/society/article/3048732/china-starts-clinical-trials-new-antiviral-drug-treat,2020-02-03T17:04:49+08:00,South China Morning Post
Coronavirus: Hong Kong faces escalated medical strike despite government move to expand border closures,https://www.scmp.com/news/hong-kong/health-environment/article/3048738/coronavirus-hong-kong-leader-carrie-lam-declares,2020-02-03T17:21:51+08:00,South China Morning Post
"Busy looking for masks': Financiers worry about virus, Hong Kong braces for business slowdown",https://www.scmp.com/business/article/3048742/busy-looking-masks-financiers-worry-about-virus-hong-kong-braces-business,2020-02-03T17:56:57+08:00,South China Morning Post
"Coronavirus: China shifts responsibility over medical supplies amid mask shortage, rising death toll",https://www.scmp.com/economy/china-economy/article/3048744/coronavirus-mask-shortage-prompts-beijing-tweak-authority,2020-02-03T17:58:43+08:00,South China Morning Post
"Not one but four tests later, Chinese man finally confirmed with coronavirus",https://www.scmp.com/news/china/society/article/3048748/not-one-four-tests-later-chinese-man-finally-confirmed,2020-02-03T18:04:37+08:00,South China Morning Post
"China's top task is to stop coronavirus, Xi Jinping says",https://www.scmp.com/news/china/politics/article/3048770/coronavirus-will-hit-chinas-economy-not-much-sars,2020-02-03T20:06:50+08:00,South China Morning Post
"Coronavirus: Singapore to put together assistance package for China, confident Beijing can weather crisis",https://www.scmp.com/week-asia/health-environment/article/3048783/coronavirus-singapore-put-together-assistance-package,2020-02-03T22:00:12+08:00,South China Morning Post
Coronavirus tally in epicentre Wuhan may be 'just the tip of the iceberg',https://www.scmp.com/news/china/society/article/3048792/coronavirus-tally-epicentre-wuhan-may-be-just-tip-iceberg,2020-02-03T22:15:32+08:00,South China Morning Post
Coronavirus: 30 Hong Kong families under home quarantine to get tracking wristbands,https://www.scmp.com/news/hong-kong/health-environment/article/3048791/coronavirus-30-hong-kong-families-under-home,2020-02-03T22:21:35+08:00,South China Morning Post
Coronavirus: Chinese military takes control of medical supplies in Wuhan,https://www.scmp.com/news/china/society/article/3048778/coronavirus-chinese-military-takes-control-medical-supplies,2020-02-03T22:30:09+08:00,South China Morning Post
We're like cash cows': stranded Chinese students upset after Australia's coronavirus travel ban,https://www.scmp.com/week-asia/economics/article/3048769/were-cash-cows-stranded-chinese-students-upset-after-australias,2020-02-03T23:30:10.000Z,South China Morning Post
"Striking' coronavirus mutations found within one family cluster, Chinese scientists say",https://www.scmp.com/news/china/science/article/3048772/striking-coronavirus-mutations-found-within-one-family-cluster,2020-02-03T23:30:15+08:00,South China Morning Post
